STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Idaho,http://www.healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,"Influenza",Level 1,Minimal,Apr-23-2016,16,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Apr-23-2016,16,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 1,Minimal,Apr-23-2016,16,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 1,Minimal,Apr-23-2016,16,2015-16
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 1,Minimal,Apr-23-2016,16,2015-16
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 1,Minimal,Apr-16-2016,15,2015-16
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/,"Influenza",Level 1,Minimal,Apr-16-2016,15,2015-16
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 1,Minimal,Apr-23-2016,16,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Level 1,Minimal,Apr-16-2016,15,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Level 1,Minimal,Apr-16-2016,15,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Apr-16-2016,15,2015-16
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 1,Minimal,Apr-16-2016,15,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Apr-16-2016,15,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Apr-16-2016,15,2015-16
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 1,Minimal,Apr-16-2016,15,2015-16
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 1,Minimal,Apr-16-2016,15,2015-16
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 1,Minimal,Apr-16-2016,15,2015-16
Idaho,http://www.healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,"Influenza",Level 1,Minimal,Apr-16-2016,15,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Apr-16-2016,15,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 1,Minimal,Apr-16-2016,15,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 1,Minimal,Apr-16-2016,15,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Apr-16-2016,15,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Apr-16-2016,15,2015-16
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Apr-16-2016,15,2015-16
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 1,Minimal,Apr-16-2016,15,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 1,Minimal,Apr-16-2016,15,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 1,Minimal,Apr-16-2016,15,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 1,Minimal,Apr-16-2016,15,2015-16
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 1,Minimal,Apr-16-2016,15,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Apr-09-2016,14,2015-16
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 1,Minimal,Apr-09-2016,14,2015-16
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 1,Minimal,Apr-09-2016,14,2015-16
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 1,Minimal,Apr-09-2016,14,2015-16
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Apr-09-2016,14,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Level 1,Minimal,Apr-09-2016,14,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Level 1,Minimal,Apr-09-2016,14,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Apr-09-2016,14,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Apr-09-2016,14,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 1,Minimal,Apr-09-2016,14,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 1,Minimal,Apr-09-2016,14,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Apr-09-2016,14,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Apr-09-2016,14,2015-16
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Apr-09-2016,14,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 1,Minimal,Apr-09-2016,14,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 1,Minimal,Apr-09-2016,14,2015-16
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 1,Minimal,Apr-09-2016,14,2015-16
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 1,Minimal,Apr-09-2016,14,2015-16
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 1,Minimal,Apr-09-2016,14,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 1,Minimal,Apr-02-2016,13,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 1,Minimal,Apr-02-2016,13,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Level 1,Minimal,Apr-02-2016,13,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Apr-02-2016,13,2015-16
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 1,Minimal,Apr-02-2016,13,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Apr-02-2016,13,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 1,Minimal,Apr-02-2016,13,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Apr-02-2016,13,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Apr-02-2016,13,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 1,Minimal,Apr-02-2016,13,2015-16
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 1,Minimal,Mar-26-2016,12,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Mar-26-2016,12,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Mar-26-2016,12,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Mar-26-2016,12,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 1,Minimal,Mar-26-2016,12,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 1,Minimal,Mar-26-2016,12,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Level 1,Minimal,Mar-26-2016,12,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Mar-26-2016,12,2015-16
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 1,Minimal,Mar-26-2016,12,2015-16
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 1,Minimal,Mar-26-2016,12,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Mar-26-2016,12,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Level 1,Minimal,Mar-19-2016,11,2015-16
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 1,Minimal,Mar-19-2016,11,2015-16
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 1,Minimal,Mar-19-2016,11,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Mar-19-2016,11,2015-16
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 1,Minimal,Mar-19-2016,11,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Mar-19-2016,11,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Mar-05-2016,9,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 1,Minimal,Mar-05-2016,9,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Mar-12-2016,10,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Mar-12-2016,10,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Mar-12-2016,10,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 1,Minimal,Mar-12-2016,10,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Mar-12-2016,10,2015-16
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 1,Minimal,Mar-12-2016,10,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Mar-05-2016,9,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 1,Minimal,Mar-05-2016,9,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Mar-05-2016,9,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Mar-05-2016,9,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Mar-05-2016,9,2015-16
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Mar-05-2016,9,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Feb-27-2016,8,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Feb-27-2016,8,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Feb-27-2016,8,2015-16
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Feb-27-2016,8,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 1,Minimal,Feb-27-2016,8,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Feb-27-2016,8,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Feb-27-2016,8,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 1,Minimal,Feb-27-2016,8,2015-16
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 1,Minimal,Feb-20-2016,7,2015-16
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 1,Minimal,Feb-20-2016,7,2015-16
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Feb-20-2016,7,2015-16
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Feb-20-2016,7,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 1,Minimal,Feb-20-2016,7,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 1,Minimal,Feb-20-2016,7,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 1,Minimal,Feb-20-2016,7,2015-16
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 1,Minimal,Feb-13-2016,6,2015-16
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 1,Minimal,Feb-13-2016,6,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Feb-20-2016,7,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Feb-20-2016,7,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 1,Minimal,Feb-20-2016,7,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Feb-20-2016,7,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Feb-20-2016,7,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Feb-13-2016,6,2015-16
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Feb-13-2016,6,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 1,Minimal,Feb-13-2016,6,2015-16
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 1,Minimal,Feb-06-2016,5,2015-16
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 1,Minimal,Feb-06-2016,5,2015-16
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 1,Minimal,Feb-06-2016,5,2015-16
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/,"Influenza",Level 1,Minimal,Feb-06-2016,5,2015-16
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Feb-06-2016,5,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 1,Minimal,Feb-06-2016,5,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 1,Minimal,Feb-06-2016,5,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 1,Minimal,Feb-06-2016,5,2015-16
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Feb-06-2016,5,2015-16
New Jersey,http://www.state.nj.us/health/flu/fluinfo.shtml,"Seasonal Influenza - Surveillance",Level 1,Minimal,Feb-06-2016,5,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Feb-06-2016,5,2015-16
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 1,Minimal,Feb-13-2016,6,2015-16
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 1,Minimal,Feb-13-2016,6,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 1,Minimal,Feb-13-2016,6,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 1,Minimal,Feb-13-2016,6,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Feb-13-2016,6,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Feb-13-2016,6,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Feb-13-2016,6,2015-16
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Feb-13-2016,6,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 1,Minimal,Feb-13-2016,6,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 1,Minimal,Feb-13-2016,6,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Feb-13-2016,6,2015-16
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 1,Minimal,Feb-06-2016,5,2015-16
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 1,Minimal,Feb-06-2016,5,2015-16
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Level 1,Minimal,Feb-06-2016,5,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Feb-06-2016,5,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 1,Minimal,Feb-06-2016,5,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 1,Minimal,Feb-06-2016,5,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 1,Minimal,Feb-06-2016,5,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 1,Minimal,Feb-06-2016,5,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Feb-06-2016,5,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Feb-06-2016,5,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Jan-30-2016,4,2015-16
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 1,Minimal,Jan-30-2016,4,2015-16
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 1,Minimal,Jan-30-2016,4,2015-16
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 1,Minimal,Jan-30-2016,4,2015-16
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/,"Influenza",Level 1,Minimal,Jan-30-2016,4,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 1,Minimal,Feb-06-2016,5,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Feb-06-2016,5,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 1,Minimal,Jan-30-2016,4,2015-16
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 1,Minimal,Jan-30-2016,4,2015-16
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 1,Minimal,Jan-30-2016,4,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 1,Minimal,Jan-30-2016,4,2015-16
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Level 1,Minimal,Jan-30-2016,4,2015-16
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 1,Minimal,Jan-30-2016,4,2015-16
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 1,Minimal,Jan-30-2016,4,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 1,Minimal,Jan-30-2016,4,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 1,Minimal,Jan-30-2016,4,2015-16
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 1,Minimal,Jan-30-2016,4,2015-16
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 1,Minimal,Jan-30-2016,4,2015-16
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jan-30-2016,4,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 1,Minimal,Jan-30-2016,4,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 1,Minimal,Jan-30-2016,4,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 1,Minimal,Jan-30-2016,4,2015-16
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 1,Minimal,Jan-30-2016,4,2015-16
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 1,Minimal,Jan-30-2016,4,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 1,Minimal,Jan-30-2016,4,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Level 1,Minimal,Jan-30-2016,4,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Level 1,Minimal,Jan-30-2016,4,2015-16
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jan-30-2016,4,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 1,Minimal,Jan-30-2016,4,2015-16
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 1,Minimal,Jan-23-2016,3,2015-16
Vermont,http://healthvermont.gov/prevent/flu/flusurveillance.aspx,"Flu Activity",Level 1,Minimal,Jan-23-2016,3,2015-16
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 1,Minimal,Jan-23-2016,3,2015-16
